,date,sunrise,sunset,first_light,last_light,dawn,dusk,solar_noon,golden_hour,day_length,timezone,utc_offset
136,2018-09-14,6:35:44 AM,7:03:56 PM,5:11:00 AM,8:28:40 PM,6:10:35 AM,7:29:05 PM,12:49:50 PM,6:30:52 PM,12:28:11,America/Los_Angeles,-420.0
137,2018-09-15,6:36:25 AM,7:02:31 PM,5:11:49 AM,8:27:07 PM,6:11:17 AM,7:27:39 PM,12:49:28 PM,6:29:28 PM,12:26:05,America/Los_Angeles,-420.0
138,2018-09-16,6:37:06 AM,7:01:06 PM,5:12:38 AM,8:25:34 PM,6:12:00 AM,7:26:12 PM,12:49:06 PM,6:28:03 PM,12:23:59,America/Los_Angeles,-420.0
139,2018-09-17,6:37:47 AM,6:59:41 PM,5:13:26 AM,8:24:01 PM,6:12:42 AM,7:24:46 PM,12:48:44 PM,6:26:38 PM,12:21:53,America/Los_Angeles,-420.0
140,2018-09-18,6:38:28 AM,6:58:16 PM,5:14:15 AM,8:22:29 PM,6:13:24 AM,7:23:20 PM,12:48:22 PM,6:25:13 PM,12:19:47,America/Los_Angeles,-420.0
141,2018-09-19,6:39:09 AM,6:56:50 PM,5:15:02 AM,8:20:57 PM,6:14:06 AM,7:21:53 PM,12:47:59 PM,6:23:48 PM,12:17:41,America/Los_Angeles,-420.0
142,2018-09-20,6:39:50 AM,6:55:25 PM,5:15:50 AM,8:19:25 PM,6:14:48 AM,7:20:27 PM,12:47:37 PM,6:22:23 PM,12:15:34,America/Los_Angeles,-420.0
143,2018-09-21,6:40:31 AM,6:53:59 PM,5:16:37 AM,8:17:53 PM,6:15:30 AM,7:19:01 PM,12:47:15 PM,6:20:57 PM,12:13:28,America/Los_Angeles,-420.0
144,2018-09-22,6:41:12 AM,6:52:34 PM,5:17:24 AM,8:16:22 PM,6:16:12 AM,7:17:35 PM,12:46:53 PM,6:19:32 PM,12:11:21,America/Los_Angeles,-420.0
145,2018-09-23,6:41:54 AM,6:51:09 PM,5:18:11 AM,8:14:51 PM,6:16:53 AM,7:16:09 PM,12:46:31 PM,6:18:06 PM,12:09:15,America/Los_Angeles,-420.0
146,2018-09-24,6:42:35 AM,6:49:43 PM,5:18:57 AM,8:13:21 PM,6:17:35 AM,7:14:43 PM,12:46:09 PM,6:16:40 PM,12:07:08,America/Los_Angeles,-420.0
147,2018-09-25,6:43:17 AM,6:48:18 PM,5:19:43 AM,8:11:52 PM,6:18:17 AM,7:13:17 PM,12:45:47 PM,6:15:15 PM,12:05:01,America/Los_Angeles,-420.0
148,2018-09-26,6:43:58 AM,6:46:53 PM,5:20:29 AM,8:10:22 PM,6:19:00 AM,7:11:52 PM,12:45:26 PM,6:13:49 PM,12:02:54,America/Los_Angeles,-420.0
149,2018-09-27,6:44:40 AM,6:45:29 PM,5:21:15 AM,8:08:54 PM,6:19:42 AM,7:10:27 PM,12:45:04 PM,6:12:23 PM,12:00:48,America/Los_Angeles,-420.0
150,2018-09-28,6:45:23 AM,6:44:04 PM,5:22:01 AM,8:07:26 PM,6:20:24 AM,7:09:02 PM,12:44:43 PM,6:10:58 PM,11:58:41,America/Los_Angeles,-420.0
151,2018-09-29,6:46:05 AM,6:42:40 PM,5:22:46 AM,8:05:58 PM,6:21:06 AM,7:07:38 PM,12:44:22 PM,6:09:32 PM,11:56:34,America/Los_Angeles,-420.0
152,2018-09-30,6:46:48 AM,6:41:16 PM,5:23:32 AM,8:04:31 PM,6:21:49 AM,7:06:14 PM,12:44:02 PM,6:08:07 PM,11:54:28,America/Los_Angeles,-420.0
153,2018-10-01,6:47:30 AM,6:39:52 PM,5:24:17 AM,8:03:05 PM,6:22:32 AM,7:04:51 PM,12:43:41 PM,6:06:41 PM,11:52:21,America/Los_Angeles,-420.0
154,2018-10-02,6:48:13 AM,6:38:28 PM,5:25:02 AM,8:01:40 PM,6:23:14 AM,7:03:28 PM,12:43:21 PM,6:05:17 PM,11:50:14,America/Los_Angeles,-420.0
155,2018-10-03,6:48:57 AM,6:37:05 PM,5:25:47 AM,8:00:15 PM,6:23:57 AM,7:02:05 PM,12:43:01 PM,6:03:52 PM,11:48:08,America/Los_Angeles,-420.0
156,2018-10-04,6:49:40 AM,6:35:43 PM,5:26:32 AM,7:58:51 PM,6:24:40 AM,7:00:43 PM,12:42:42 PM,6:02:27 PM,11:46:02,America/Los_Angeles,-420.0
157,2018-10-05,6:50:24 AM,6:34:21 PM,5:27:17 AM,7:57:28 PM,6:25:24 AM,6:59:21 PM,12:42:23 PM,6:01:03 PM,11:43:56,America/Los_Angeles,-420.0
158,2018-10-06,6:51:09 AM,6:32:59 PM,5:28:02 AM,7:56:06 PM,6:26:07 AM,6:58:00 PM,12:42:04 PM,5:59:39 PM,11:41:50,America/Los_Angeles,-420.0
159,2018-10-07,6:51:53 AM,6:31:38 PM,5:28:47 AM,7:54:44 PM,6:26:51 AM,6:56:40 PM,12:41:45 PM,5:58:16 PM,11:39:44,America/Los_Angeles,-420.0
160,2018-10-08,6:52:38 AM,6:30:17 PM,5:29:32 AM,7:53:24 PM,6:27:35 AM,6:55:20 PM,12:41:28 PM,5:56:53 PM,11:37:38,America/Los_Angeles,-420.0
161,2018-10-09,6:53:23 AM,6:28:57 PM,5:30:16 AM,7:52:04 PM,6:28:19 AM,6:54:01 PM,12:41:10 PM,5:55:30 PM,11:35:33,America/Los_Angeles,-420.0
162,2018-10-10,6:54:09 AM,6:27:37 PM,5:31:01 AM,7:50:45 PM,6:29:04 AM,6:52:43 PM,12:40:53 PM,5:54:08 PM,11:33:28,America/Los_Angeles,-420.0
163,2018-10-11,6:54:55 AM,6:26:19 PM,5:31:46 AM,7:49:28 PM,6:29:49 AM,6:51:25 PM,12:40:37 PM,5:52:46 PM,11:31:23,America/Los_Angeles,-420.0
164,2018-10-12,6:55:42 AM,6:25:00 PM,5:32:31 AM,7:48:11 PM,6:30:34 AM,6:50:08 PM,12:40:21 PM,5:51:25 PM,11:29:18,America/Los_Angeles,-420.0
165,2018-10-13,6:56:28 AM,6:23:43 PM,5:33:16 AM,7:46:55 PM,6:31:19 AM,6:48:52 PM,12:40:06 PM,5:50:05 PM,11:27:14,America/Los_Angeles,-420.0
166,2018-10-14,6:57:15 AM,6:22:26 PM,5:34:01 AM,7:45:40 PM,6:32:05 AM,6:47:37 PM,12:39:51 PM,5:48:45 PM,11:25:10,America/Los_Angeles,-420.0
167,2018-10-15,6:58:03 AM,6:21:10 PM,5:34:47 AM,7:44:27 PM,6:32:51 AM,6:46:22 PM,12:39:37 PM,5:47:26 PM,11:23:07,America/Los_Angeles,-420.0
168,2018-10-16,6:58:51 AM,6:19:55 PM,5:35:32 AM,7:43:14 PM,6:33:38 AM,6:45:09 PM,12:39:23 PM,5:46:07 PM,11:21:04,America/Los_Angeles,-420.0
169,2018-10-17,6:59:40 AM,6:18:41 PM,5:36:18 AM,7:42:03 PM,6:34:24 AM,6:43:56 PM,12:39:10 PM,5:44:49 PM,11:19:01,America/Los_Angeles,-420.0
170,2018-10-18,7:00:28 AM,6:17:27 PM,5:37:03 AM,7:40:52 PM,6:35:11 AM,6:42:44 PM,12:38:58 PM,5:43:32 PM,11:16:58,America/Los_Angeles,-420.0
171,2018-10-19,7:01:18 AM,6:16:15 PM,5:37:49 AM,7:39:43 PM,6:35:59 AM,6:41:34 PM,12:38:46 PM,5:42:16 PM,11:14:57,America/Los_Angeles,-420.0
172,2018-10-20,7:02:07 AM,6:15:03 PM,5:38:35 AM,7:38:35 PM,6:36:46 AM,6:40:24 PM,12:38:35 PM,5:41:00 PM,11:12:55,America/Los_Angeles,-420.0
173,2018-10-21,7:02:57 AM,6:13:52 PM,5:39:21 AM,7:37:29 PM,6:37:34 AM,6:39:15 PM,12:38:25 PM,5:39:45 PM,11:10:54,America/Los_Angeles,-420.0
174,2018-10-22,7:03:48 AM,6:12:42 PM,5:40:07 AM,7:36:23 PM,6:38:23 AM,6:38:08 PM,12:38:15 PM,5:38:31 PM,11:08:54,America/Los_Angeles,-420.0
175,2018-10-23,7:04:39 AM,6:11:34 PM,5:40:54 AM,7:35:19 PM,6:39:12 AM,6:37:01 PM,12:38:06 PM,5:37:18 PM,11:06:54,America/Los_Angeles,-420.0
176,2018-10-24,7:05:30 AM,6:10:26 PM,5:41:40 AM,7:34:16 PM,6:40:01 AM,6:35:56 PM,12:37:58 PM,5:36:06 PM,11:04:55,America/Los_Angeles,-420.0
177,2018-10-25,7:06:22 AM,6:09:19 PM,5:42:27 AM,7:33:15 PM,6:40:50 AM,6:34:51 PM,12:37:51 PM,5:34:55 PM,11:02:57,America/Los_Angeles,-420.0
178,2018-10-26,7:07:15 AM,6:08:14 PM,5:43:14 AM,7:32:15 PM,6:41:40 AM,6:33:48 PM,12:37:44 PM,5:33:45 PM,11:00:59,America/Los_Angeles,-420.0
179,2018-10-27,7:08:07 AM,6:07:09 PM,5:44:01 AM,7:31:16 PM,6:42:30 AM,6:32:46 PM,12:37:38 PM,5:32:36 PM,10:59:02,America/Los_Angeles,-420.0
180,2018-10-28,7:09:00 AM,6:06:06 PM,5:44:48 AM,7:30:18 PM,6:43:21 AM,6:31:45 PM,12:37:33 PM,5:31:28 PM,10:57:05,America/Los_Angeles,-420.0
181,2018-10-29,7:09:54 AM,6:05:04 PM,5:45:36 AM,7:29:22 PM,6:44:12 AM,6:30:46 PM,12:37:29 PM,5:30:21 PM,10:55:10,America/Los_Angeles,-420.0
182,2018-10-30,7:10:48 AM,6:04:03 PM,5:46:23 AM,7:28:28 PM,6:45:03 AM,6:29:48 PM,12:37:25 PM,5:29:15 PM,10:53:15,America/Los_Angeles,-420.0
183,2018-10-31,7:11:42 AM,6:03:03 PM,5:47:11 AM,7:27:34 PM,6:45:54 AM,6:28:51 PM,12:37:23 PM,5:28:11 PM,10:51:21,America/Los_Angeles,-420.0
184,2018-11-01,7:12:37 AM,6:02:05 PM,5:47:59 AM,7:26:43 PM,6:46:46 AM,6:27:55 PM,12:37:21 PM,5:27:07 PM,10:49:28,America/Los_Angeles,-420.0
185,2018-11-02,7:13:32 AM,6:01:08 PM,5:48:47 AM,7:25:52 PM,6:47:38 AM,6:27:01 PM,12:37:20 PM,5:26:05 PM,10:47:36,America/Los_Angeles,-420.0
186,2018-11-03,7:14:27 AM,6:00:12 PM,5:49:36 AM,7:25:03 PM,6:48:31 AM,6:26:08 PM,12:37:20 PM,5:25:04 PM,10:45:45,America/Los_Angeles,-420.0
187,2018-11-04,7:15:22 AM,5:59:18 PM,5:50:24 AM,7:24:16 PM,6:49:24 AM,6:25:17 PM,12:37:20 PM,5:24:04 PM,10:43:55,America/Los_Angeles,-420.0
188,2018-11-05,6:16:18 AM,4:58:25 PM,4:51:13 AM,6:23:30 PM,5:50:16 AM,5:24:27 PM,11:37:22 AM,4:23:06 PM,10:42:06,America/Los_Angeles,-480.0
189,2018-11-06,6:17:15 AM,4:57:33 PM,4:52:02 AM,6:22:46 PM,5:51:10 AM,5:23:38 PM,11:37:24 AM,4:22:09 PM,10:40:18,America/Los_Angeles,-480.0
190,2018-11-07,6:18:11 AM,4:56:43 PM,4:52:50 AM,6:22:04 PM,5:52:03 AM,5:22:51 PM,11:37:27 AM,4:21:13 PM,10:38:31,America/Los_Angeles,-480.0
191,2018-11-08,6:19:08 AM,4:55:54 PM,4:53:40 AM,6:21:22 PM,5:52:57 AM,5:22:05 PM,11:37:31 AM,4:20:19 PM,10:36:46,America/Los_Angeles,-480.0
192,2018-11-09,6:20:05 AM,4:55:07 PM,4:54:29 AM,6:20:43 PM,5:53:51 AM,5:21:21 PM,11:37:36 AM,4:19:26 PM,10:35:01,America/Los_Angeles,-480.0
193,2018-11-10,6:21:02 AM,4:54:21 PM,4:55:18 AM,6:20:05 PM,5:54:45 AM,5:20:38 PM,11:37:41 AM,4:18:35 PM,10:33:19,America/Los_Angeles,-480.0
194,2018-11-11,6:21:59 AM,4:53:37 PM,4:56:07 AM,6:19:29 PM,5:55:39 AM,5:19:57 PM,11:37:48 AM,4:17:45 PM,10:31:37,America/Los_Angeles,-480.0
195,2018-11-12,6:22:57 AM,4:52:54 PM,4:56:57 AM,6:18:54 PM,5:56:33 AM,5:19:18 PM,11:37:55 AM,4:16:57 PM,10:29:57,America/Los_Angeles,-480.0
196,2018-11-13,6:23:54 AM,4:52:13 PM,4:57:46 AM,6:18:21 PM,5:57:27 AM,5:18:40 PM,11:38:03 AM,4:16:10 PM,10:28:18,America/Los_Angeles,-480.0
197,2018-11-14,6:24:52 AM,4:51:33 PM,4:58:36 AM,6:17:49 PM,5:58:22 AM,5:18:03 PM,11:38:13 AM,4:15:25 PM,10:26:41,America/Los_Angeles,-480.0
198,2018-11-15,6:25:50 AM,4:50:55 PM,4:59:25 AM,6:17:19 PM,5:59:16 AM,5:17:28 PM,11:38:22 AM,4:14:41 PM,10:25:05,America/Los_Angeles,-480.0
199,2018-11-16,6:26:47 AM,4:50:19 PM,5:00:15 AM,6:16:51 PM,6:00:11 AM,5:16:55 PM,11:38:33 AM,4:13:59 PM,10:23:31,America/Los_Angeles,-480.0
200,2018-11-17,6:27:45 AM,4:49:44 PM,5:01:04 AM,6:16:25 PM,6:01:05 AM,5:16:24 PM,11:38:44 AM,4:13:19 PM,10:21:59,America/Los_Angeles,-480.0
201,2018-11-18,6:28:43 AM,4:49:11 PM,5:01:54 AM,6:16:00 PM,6:02:00 AM,5:15:54 PM,11:38:57 AM,4:12:40 PM,10:20:28,America/Los_Angeles,-480.0
202,2018-11-19,6:29:40 AM,4:48:40 PM,5:02:43 AM,6:15:36 PM,6:02:54 AM,5:15:25 PM,11:39:10 AM,4:12:03 PM,10:18:59,America/Los_Angeles,-480.0
203,2018-11-20,6:30:37 AM,4:48:10 PM,5:03:32 AM,6:15:15 PM,6:03:48 AM,5:14:59 PM,11:39:24 AM,4:11:28 PM,10:17:32,America/Los_Angeles,-480.0
204,2018-11-21,6:31:35 AM,4:47:42 PM,5:04:22 AM,6:14:55 PM,6:04:43 AM,5:14:34 PM,11:39:38 AM,4:10:55 PM,10:16:07,America/Los_Angeles,-480.0
205,2018-11-22,6:32:32 AM,4:47:16 PM,5:05:11 AM,6:14:37 PM,6:05:36 AM,5:14:11 PM,11:39:54 AM,4:10:23 PM,10:14:44,America/Los_Angeles,-480.0
206,2018-11-23,6:33:28 AM,4:46:51 PM,5:05:59 AM,6:14:20 PM,6:06:30 AM,5:13:49 PM,11:40:10 AM,4:09:53 PM,10:13:22,America/Los_Angeles,-480.0
207,2018-11-24,6:34:25 AM,4:46:29 PM,5:06:48 AM,6:14:05 PM,6:07:24 AM,5:13:30 PM,11:40:27 AM,4:09:26 PM,10:12:03,America/Los_Angeles,-480.0
208,2018-11-25,6:35:21 AM,4:46:08 PM,5:07:37 AM,6:13:52 PM,6:08:17 AM,5:13:12 PM,11:40:44 AM,4:08:59 PM,10:10:46,America/Los_Angeles,-480.0
209,2018-11-26,6:36:17 AM,4:45:48 PM,5:08:25 AM,6:13:40 PM,6:09:10 AM,5:12:55 PM,11:41:03 AM,4:08:35 PM,10:09:31,America/Los_Angeles,-480.0
210,2018-11-27,6:37:12 AM,4:45:31 PM,5:09:13 AM,6:13:30 PM,6:10:02 AM,5:12:41 PM,11:41:22 AM,4:08:13 PM,10:08:19,America/Los_Angeles,-480.0
211,2018-11-28,6:38:07 AM,4:45:16 PM,5:10:00 AM,6:13:22 PM,6:10:54 AM,5:12:28 PM,11:41:41 AM,4:07:52 PM,10:07:08,America/Los_Angeles,-480.0
212,2018-11-29,6:39:01 AM,4:45:02 PM,5:10:47 AM,6:13:16 PM,6:11:46 AM,5:12:17 PM,11:42:01 AM,4:07:34 PM,10:06:00,America/Los_Angeles,-480.0
213,2018-11-30,6:39:55 AM,4:44:50 PM,5:11:34 AM,6:13:11 PM,6:12:37 AM,5:12:08 PM,11:42:22 AM,4:07:17 PM,10:04:54,America/Los_Angeles,-480.0
214,2018-12-01,6:40:48 AM,4:44:40 PM,5:12:21 AM,6:13:07 PM,6:13:28 AM,5:12:00 PM,11:42:44 AM,4:07:03 PM,10:03:51,America/Los_Angeles,-480.0
215,2018-12-02,6:41:41 AM,4:44:32 PM,5:13:07 AM,6:13:06 PM,6:14:18 AM,5:11:55 PM,11:43:06 AM,4:06:50 PM,10:02:50,America/Los_Angeles,-480.0
216,2018-12-03,6:42:32 AM,4:44:25 PM,5:13:52 AM,6:13:06 PM,6:15:07 AM,5:11:51 PM,11:43:29 AM,4:06:40 PM,10:01:52,America/Los_Angeles,-480.0
217,2018-12-04,6:43:24 AM,4:44:21 PM,5:14:37 AM,6:13:07 PM,6:15:56 AM,5:11:48 PM,11:43:52 AM,4:06:31 PM,10:00:57,America/Los_Angeles,-480.0
218,2018-12-05,6:44:14 AM,4:44:18 PM,5:15:22 AM,6:13:10 PM,6:16:44 AM,5:11:48 PM,11:44:16 AM,4:06:24 PM,10:00:04,America/Los_Angeles,-480.0
219,2018-12-06,6:45:03 AM,4:44:17 PM,5:16:05 AM,6:13:15 PM,6:17:31 AM,5:11:49 PM,11:44:40 AM,4:06:20 PM,9:59:13,America/Los_Angeles,-480.0
220,2018-12-07,6:45:52 AM,4:44:18 PM,5:16:49 AM,6:13:21 PM,6:18:18 AM,5:11:52 PM,11:45:05 AM,4:06:17 PM,9:58:26,America/Los_Angeles,-480.0
221,2018-12-08,6:46:40 AM,4:44:21 PM,5:17:31 AM,6:13:29 PM,6:19:03 AM,5:11:57 PM,11:45:30 AM,4:06:17 PM,9:57:41,America/Los_Angeles,-480.0
222,2018-12-09,6:47:26 AM,4:44:26 PM,5:18:13 AM,6:13:39 PM,6:19:48 AM,5:12:03 PM,11:45:56 AM,4:06:18 PM,9:56:59,America/Los_Angeles,-480.0
223,2018-12-10,6:48:12 AM,4:44:32 PM,5:18:54 AM,6:13:50 PM,6:20:32 AM,5:12:12 PM,11:46:22 AM,4:06:22 PM,9:56:20,America/Los_Angeles,-480.0
224,2018-12-11,6:48:56 AM,4:44:40 PM,5:19:35 AM,6:14:02 PM,6:21:15 AM,5:12:21 PM,11:46:48 AM,4:06:27 PM,9:55:43,America/Los_Angeles,-480.0
225,2018-12-12,6:49:40 AM,4:44:50 PM,5:20:14 AM,6:14:16 PM,6:21:57 AM,5:12:33 PM,11:47:15 AM,4:06:35 PM,9:55:10,America/Los_Angeles,-480.0
226,2018-12-13,6:50:22 AM,4:45:02 PM,5:20:53 AM,6:14:31 PM,6:22:38 AM,5:12:46 PM,11:47:42 AM,4:06:45 PM,9:54:40,America/Los_Angeles,-480.0
227,2018-12-14,6:51:04 AM,4:45:16 PM,5:21:31 AM,6:14:48 PM,6:23:18 AM,5:13:01 PM,11:48:10 AM,4:06:56 PM,9:54:12,America/Los_Angeles,-480.0
228,2018-12-15,6:51:43 AM,4:45:32 PM,5:22:08 AM,6:15:07 PM,6:23:57 AM,5:13:18 PM,11:48:38 AM,4:07:10 PM,9:53:48,America/Los_Angeles,-480.0
229,2018-12-16,6:52:22 AM,4:45:49 PM,5:22:44 AM,6:15:27 PM,6:24:35 AM,5:13:36 PM,11:49:06 AM,4:07:25 PM,9:53:26,America/Los_Angeles,-480.0
230,2018-12-17,6:52:59 AM,4:46:08 PM,5:23:20 AM,6:15:48 PM,6:25:11 AM,5:13:56 PM,11:49:34 AM,4:07:43 PM,9:53:08,America/Los_Angeles,-480.0
231,2018-12-18,6:53:35 AM,4:46:29 PM,5:23:54 AM,6:16:10 PM,6:25:47 AM,5:14:17 PM,11:50:02 AM,4:08:02 PM,9:52:53,America/Los_Angeles,-480.0
232,2018-12-19,6:54:10 AM,4:46:51 PM,5:24:27 AM,6:16:34 PM,6:26:21 AM,5:14:40 PM,11:50:31 AM,4:08:24 PM,9:52:40,America/Los_Angeles,-480.0
233,2018-12-20,6:54:43 AM,4:47:15 PM,5:24:59 AM,6:16:59 PM,6:26:54 AM,5:15:05 PM,11:50:59 AM,4:08:47 PM,9:52:31,America/Los_Angeles,-480.0
234,2018-12-21,6:55:15 AM,4:47:41 PM,5:25:30 AM,6:17:26 PM,6:27:25 AM,5:15:31 PM,11:51:28 AM,4:09:13 PM,9:52:25,America/Los_Angeles,-480.0
235,2018-12-22,6:55:45 AM,4:48:08 PM,5:26:00 AM,6:17:54 PM,6:27:55 AM,5:15:58 PM,11:51:57 AM,4:09:40 PM,9:52:23,America/Los_Angeles,-480.0
236,2018-12-23,6:56:14 AM,4:48:37 PM,5:26:29 AM,6:18:23 PM,6:28:24 AM,5:16:27 PM,11:52:26 AM,4:10:09 PM,9:52:23,America/Los_Angeles,-480.0
237,2018-12-24,6:56:41 AM,4:49:08 PM,5:26:57 AM,6:18:53 PM,6:28:51 AM,5:16:58 PM,11:52:55 AM,4:10:40 PM,9:52:26,America/Los_Angeles,-480.0
238,2018-12-25,6:57:07 AM,4:49:40 PM,5:27:23 AM,6:19:24 PM,6:29:17 AM,5:17:30 PM,11:53:24 AM,4:11:12 PM,9:52:33,America/Los_Angeles,-480.0
239,2018-12-26,6:57:31 AM,4:50:14 PM,5:27:48 AM,6:19:57 PM,6:29:42 AM,5:18:03 PM,11:53:52 AM,4:11:47 PM,9:52:42,America/Los_Angeles,-480.0
240,2018-12-27,6:57:53 AM,4:50:49 PM,5:28:12 AM,6:20:30 PM,6:30:05 AM,5:18:37 PM,11:54:21 AM,4:12:23 PM,9:52:55,America/Los_Angeles,-480.0
241,2018-12-28,6:58:14 AM,4:51:26 PM,5:28:35 AM,6:21:05 PM,6:30:26 AM,5:19:13 PM,11:54:50 AM,4:13:01 PM,9:53:11,America/Los_Angeles,-480.0
242,2018-12-29,6:58:33 AM,4:52:04 PM,5:28:56 AM,6:21:41 PM,6:30:46 AM,5:19:51 PM,11:55:18 AM,4:13:40 PM,9:53:30,America/Los_Angeles,-480.0
243,2018-12-30,6:58:51 AM,4:52:43 PM,5:29:16 AM,6:22:18 PM,6:31:05 AM,5:20:29 PM,11:55:47 AM,4:14:21 PM,9:53:52,America/Los_Angeles,-480.0
244,2018-12-31,6:59:06 AM,4:53:24 PM,5:29:35 AM,6:22:55 PM,6:31:21 AM,5:21:09 PM,11:56:15 AM,4:15:04 PM,9:54:17,America/Los_Angeles,-480.0
245,2019-01-01,6:59:20 AM,4:54:06 PM,5:29:52 AM,6:23:34 PM,6:31:36 AM,5:21:49 PM,11:56:43 AM,4:15:48 PM,9:54:45,America/Los_Angeles,-480.0
246,2019-01-02,6:59:32 AM,4:54:49 PM,5:30:08 AM,6:24:14 PM,6:31:50 AM,5:22:31 PM,11:57:11 AM,4:16:34 PM,9:55:16,America/Los_Angeles,-480.0
247,2019-01-03,6:59:43 AM,4:55:33 PM,5:30:22 AM,6:24:54 PM,6:32:02 AM,5:23:14 PM,11:57:38 AM,4:17:21 PM,9:55:50,America/Los_Angeles,-480.0
248,2019-01-04,6:59:51 AM,4:56:19 PM,5:30:35 AM,6:25:36 PM,6:32:12 AM,5:23:58 PM,11:58:05 AM,4:18:09 PM,9:56:27,America/Los_Angeles,-480.0
249,2019-01-05,6:59:58 AM,4:57:06 PM,5:30:46 AM,6:26:18 PM,6:32:21 AM,5:24:43 PM,11:58:32 AM,4:18:59 PM,9:57:07,America/Los_Angeles,-480.0
250,2019-01-06,7:00:04 AM,4:57:54 PM,5:30:56 AM,6:27:01 PM,6:32:28 AM,5:25:29 PM,11:58:59 AM,4:19:50 PM,9:57:50,America/Los_Angeles,-480.0
251,2019-01-07,7:00:07 AM,4:58:42 PM,5:31:05 AM,6:27:45 PM,6:32:33 AM,5:26:16 PM,11:59:25 AM,4:20:42 PM,9:58:35,America/Los_Angeles,-480.0
252,2019-01-08,7:00:08 AM,4:59:32 PM,5:31:12 AM,6:28:29 PM,6:32:37 AM,5:27:04 PM,11:59:50 AM,4:21:36 PM,9:59:23,America/Los_Angeles,-480.0
253,2019-01-09,7:00:08 AM,5:00:23 PM,5:31:17 AM,6:29:14 PM,6:32:39 AM,5:27:53 PM,12:00:16 PM,4:22:30 PM,10:00:15,America/Los_Angeles,-480.0
254,2019-01-10,7:00:06 AM,5:01:15 PM,5:31:21 AM,6:30:00 PM,6:32:39 AM,5:28:42 PM,12:00:40 PM,4:23:26 PM,10:01:08,America/Los_Angeles,-480.0
255,2019-01-11,7:00:02 AM,5:02:07 PM,5:31:23 AM,6:30:46 PM,6:32:37 AM,5:29:32 PM,12:01:05 PM,4:24:23 PM,10:02:05,America/Los_Angeles,-480.0
256,2019-01-12,6:59:56 AM,5:03:01 PM,5:31:24 AM,6:31:33 PM,6:32:34 AM,5:30:23 PM,12:01:29 PM,4:25:20 PM,10:03:04,America/Los_Angeles,-480.0
257,2019-01-13,6:59:49 AM,5:03:55 PM,5:31:23 AM,6:32:21 PM,6:32:29 AM,5:31:15 PM,12:01:52 PM,4:26:19 PM,10:04:06,America/Los_Angeles,-480.0
258,2019-01-14,6:59:39 AM,5:04:50 PM,5:31:20 AM,6:33:09 PM,6:32:22 AM,5:32:07 PM,12:02:15 PM,4:27:18 PM,10:05:10,America/Los_Angeles,-480.0
259,2019-01-15,6:59:28 AM,5:05:45 PM,5:31:16 AM,6:33:57 PM,6:32:14 AM,5:33:00 PM,12:02:37 PM,4:28:19 PM,10:06:16,America/Los_Angeles,-480.0
260,2019-01-16,6:59:15 AM,5:06:41 PM,5:31:11 AM,6:34:46 PM,6:32:03 AM,5:33:53 PM,12:02:58 PM,4:29:20 PM,10:07:26,America/Los_Angeles,-480.0
261,2019-01-17,6:59:01 AM,5:07:38 PM,5:31:03 AM,6:35:36 PM,6:31:52 AM,5:34:47 PM,12:03:19 PM,4:30:21 PM,10:08:37,America/Los_Angeles,-480.0
262,2019-01-18,6:58:44 AM,5:08:35 PM,5:30:54 AM,6:36:25 PM,6:31:38 AM,5:35:42 PM,12:03:40 PM,4:31:23 PM,10:09:51,America/Los_Angeles,-480.0
263,2019-01-19,6:58:26 AM,5:09:33 PM,5:30:44 AM,6:37:15 PM,6:31:23 AM,5:36:36 PM,12:04:00 PM,4:32:26 PM,10:11:07,America/Los_Angeles,-480.0
264,2019-01-20,6:58:06 AM,5:10:31 PM,5:30:31 AM,6:38:06 PM,6:31:06 AM,5:37:32 PM,12:04:19 PM,4:33:30 PM,10:12:25,America/Los_Angeles,-480.0
265,2019-01-21,6:57:44 AM,5:11:30 PM,5:30:17 AM,6:38:56 PM,6:30:47 AM,5:38:27 PM,12:04:37 PM,4:34:34 PM,10:13:45,America/Los_Angeles,-480.0
266,2019-01-22,6:57:21 AM,5:12:29 PM,5:30:02 AM,6:39:47 PM,6:30:26 AM,5:39:23 PM,12:04:55 PM,4:35:38 PM,10:15:08,America/Los_Angeles,-480.0
267,2019-01-23,6:56:55 AM,5:13:28 PM,5:29:45 AM,6:40:39 PM,6:30:04 AM,5:40:19 PM,12:05:12 PM,4:36:42 PM,10:16:32,America/Los_Angeles,-480.0
268,2019-01-24,6:56:28 AM,5:14:27 PM,5:29:26 AM,6:41:30 PM,6:29:40 AM,5:41:15 PM,12:05:28 PM,4:37:47 PM,10:17:59,America/Los_Angeles,-480.0
269,2019-01-25,6:56:00 AM,5:15:27 PM,5:29:05 AM,6:42:21 PM,6:29:15 AM,5:42:12 PM,12:05:43 PM,4:38:53 PM,10:19:27,America/Los_Angeles,-480.0
270,2019-01-26,6:55:29 AM,5:16:27 PM,5:28:43 AM,6:43:13 PM,6:28:48 AM,5:43:09 PM,12:05:58 PM,4:39:58 PM,10:20:57,America/Los_Angeles,-480.0
271,2019-01-27,6:54:57 AM,5:17:27 PM,5:28:20 AM,6:44:05 PM,6:28:19 AM,5:44:06 PM,12:06:12 PM,4:41:04 PM,10:22:29,America/Los_Angeles,-480.0
