,date,sunrise,sunset,first_light,last_light,dawn,dusk,solar_noon,golden_hour,day_length,timezone,utc_offset
136,2018-09-14,6:35:53 AM,7:04:08 PM,5:11:05 AM,8:28:56 PM,6:10:43 AM,7:29:18 PM,12:50:00 PM,6:31:02 PM,12:28:14,America/Los_Angeles,-420.0
137,2018-09-15,6:36:34 AM,7:02:43 PM,5:11:54 AM,8:27:23 PM,6:11:25 AM,7:27:52 PM,12:49:38 PM,6:29:38 PM,12:26:08,America/Los_Angeles,-420.0
138,2018-09-16,6:37:15 AM,7:01:18 PM,5:12:43 AM,8:25:50 PM,6:12:08 AM,7:26:25 PM,12:49:16 PM,6:28:13 PM,12:24:02,America/Los_Angeles,-420.0
139,2018-09-17,6:37:56 AM,6:59:52 PM,5:13:32 AM,8:24:17 PM,6:12:50 AM,7:24:59 PM,12:48:54 PM,6:26:48 PM,12:21:56,America/Los_Angeles,-420.0
140,2018-09-18,6:38:37 AM,6:58:27 PM,5:14:20 AM,8:22:44 PM,6:13:32 AM,7:23:32 PM,12:48:32 PM,6:25:23 PM,12:19:49,America/Los_Angeles,-420.0
141,2018-09-19,6:39:18 AM,6:57:01 PM,5:15:08 AM,8:21:12 PM,6:14:14 AM,7:22:06 PM,12:48:10 PM,6:23:58 PM,12:17:43,America/Los_Angeles,-420.0
142,2018-09-20,6:39:59 AM,6:55:36 PM,5:15:56 AM,8:19:40 PM,6:14:56 AM,7:20:39 PM,12:47:48 PM,6:22:32 PM,12:15:36,America/Los_Angeles,-420.0
143,2018-09-21,6:40:41 AM,6:54:10 PM,5:16:43 AM,8:18:08 PM,6:15:38 AM,7:19:13 PM,12:47:26 PM,6:21:07 PM,12:13:29,America/Los_Angeles,-420.0
144,2018-09-22,6:41:22 AM,6:52:45 PM,5:17:30 AM,8:16:37 PM,6:16:20 AM,7:17:47 PM,12:47:03 PM,6:19:41 PM,12:11:22,America/Los_Angeles,-420.0
145,2018-09-23,6:42:04 AM,6:51:19 PM,5:18:17 AM,8:15:06 PM,6:17:02 AM,7:16:20 PM,12:46:41 PM,6:18:15 PM,12:09:15,America/Los_Angeles,-420.0
146,2018-09-24,6:42:45 AM,6:49:54 PM,5:19:04 AM,8:13:36 PM,6:17:45 AM,7:14:55 PM,12:46:20 PM,6:16:49 PM,12:07:08,America/Los_Angeles,-420.0
147,2018-09-25,6:43:27 AM,6:48:29 PM,5:19:50 AM,8:12:06 PM,6:18:27 AM,7:13:29 PM,12:45:58 PM,6:15:23 PM,12:05:01,America/Los_Angeles,-420.0
148,2018-09-26,6:44:09 AM,6:47:03 PM,5:20:36 AM,8:10:36 PM,6:19:09 AM,7:12:03 PM,12:45:36 PM,6:13:58 PM,12:02:54,America/Los_Angeles,-420.0
149,2018-09-27,6:44:51 AM,6:45:39 PM,5:21:22 AM,8:09:08 PM,6:19:51 AM,7:10:38 PM,12:45:15 PM,6:12:32 PM,12:00:47,America/Los_Angeles,-420.0
150,2018-09-28,6:45:33 AM,6:44:14 PM,5:22:08 AM,8:07:39 PM,6:20:34 AM,7:09:13 PM,12:44:54 PM,6:11:06 PM,11:58:40,America/Los_Angeles,-420.0
151,2018-09-29,6:46:16 AM,6:42:49 PM,5:22:53 AM,8:06:12 PM,6:21:16 AM,7:07:49 PM,12:44:33 PM,6:09:40 PM,11:56:33,America/Los_Angeles,-420.0
152,2018-09-30,6:46:59 AM,6:41:25 PM,5:23:39 AM,8:04:45 PM,6:21:59 AM,7:06:25 PM,12:44:12 PM,6:08:15 PM,11:54:26,America/Los_Angeles,-420.0
153,2018-10-01,6:47:42 AM,6:40:01 PM,5:24:24 AM,8:03:18 PM,6:22:42 AM,7:05:01 PM,12:43:51 PM,6:06:49 PM,11:52:19,America/Los_Angeles,-420.0
154,2018-10-02,6:48:25 AM,6:38:38 PM,5:25:10 AM,8:01:53 PM,6:23:25 AM,7:03:38 PM,12:43:31 PM,6:05:24 PM,11:50:12,America/Los_Angeles,-420.0
155,2018-10-03,6:49:08 AM,6:37:15 PM,5:25:55 AM,8:00:28 PM,6:24:08 AM,7:02:15 PM,12:43:11 PM,6:03:59 PM,11:48:06,America/Los_Angeles,-420.0
156,2018-10-04,6:49:52 AM,6:35:52 PM,5:26:40 AM,7:59:04 PM,6:24:51 AM,7:00:53 PM,12:42:52 PM,6:02:35 PM,11:45:59,America/Los_Angeles,-420.0
157,2018-10-05,6:50:36 AM,6:34:29 PM,5:27:25 AM,7:57:41 PM,6:25:35 AM,6:59:31 PM,12:42:33 PM,6:01:10 PM,11:43:53,America/Los_Angeles,-420.0
158,2018-10-06,6:51:21 AM,6:33:08 PM,5:28:10 AM,7:56:18 PM,6:26:18 AM,6:58:10 PM,12:42:14 PM,5:59:47 PM,11:41:46,America/Los_Angeles,-420.0
159,2018-10-07,6:52:05 AM,6:31:46 PM,5:28:55 AM,7:54:57 PM,6:27:02 AM,6:56:49 PM,12:41:56 PM,5:58:23 PM,11:39:40,America/Los_Angeles,-420.0
160,2018-10-08,6:52:50 AM,6:30:25 PM,5:29:40 AM,7:53:36 PM,6:27:46 AM,6:55:30 PM,12:41:38 PM,5:57:00 PM,11:37:34,America/Los_Angeles,-420.0
161,2018-10-09,6:53:36 AM,6:29:05 PM,5:30:25 AM,7:52:16 PM,6:28:31 AM,6:54:10 PM,12:41:21 PM,5:55:37 PM,11:35:29,America/Los_Angeles,-420.0
162,2018-10-10,6:54:22 AM,6:27:46 PM,5:31:10 AM,7:50:57 PM,6:29:15 AM,6:52:52 PM,12:41:04 PM,5:54:15 PM,11:33:23,America/Los_Angeles,-420.0
163,2018-10-11,6:55:08 AM,6:26:27 PM,5:31:55 AM,7:49:39 PM,6:30:00 AM,6:51:34 PM,12:40:47 PM,5:52:53 PM,11:31:18,America/Los_Angeles,-420.0
164,2018-10-12,6:55:54 AM,6:25:08 PM,5:32:40 AM,7:48:22 PM,6:30:46 AM,6:50:17 PM,12:40:31 PM,5:51:32 PM,11:29:13,America/Los_Angeles,-420.0
165,2018-10-13,6:56:41 AM,6:23:51 PM,5:33:26 AM,7:47:06 PM,6:31:31 AM,6:49:01 PM,12:40:16 PM,5:50:11 PM,11:27:09,America/Los_Angeles,-420.0
166,2018-10-14,6:57:29 AM,6:22:34 PM,5:34:11 AM,7:45:51 PM,6:32:17 AM,6:47:45 PM,12:40:01 PM,5:48:51 PM,11:25:05,America/Los_Angeles,-420.0
167,2018-10-15,6:58:16 AM,6:21:18 PM,5:34:56 AM,7:44:38 PM,6:33:03 AM,6:46:31 PM,12:39:47 PM,5:47:32 PM,11:23:01,America/Los_Angeles,-420.0
168,2018-10-16,6:59:05 AM,6:20:02 PM,5:35:42 AM,7:43:25 PM,6:33:50 AM,6:45:17 PM,12:39:33 PM,5:46:13 PM,11:20:57,America/Los_Angeles,-420.0
169,2018-10-17,6:59:53 AM,6:18:48 PM,5:36:28 AM,7:42:13 PM,6:34:37 AM,6:44:04 PM,12:39:20 PM,5:44:55 PM,11:18:54,America/Los_Angeles,-420.0
170,2018-10-18,7:00:42 AM,6:17:34 PM,5:37:13 AM,7:41:03 PM,6:35:24 AM,6:42:52 PM,12:39:08 PM,5:43:37 PM,11:16:52,America/Los_Angeles,-420.0
171,2018-10-19,7:01:32 AM,6:16:21 PM,5:37:59 AM,7:39:54 PM,6:36:11 AM,6:41:42 PM,12:38:56 PM,5:42:21 PM,11:14:49,America/Los_Angeles,-420.0
172,2018-10-20,7:02:21 AM,6:15:10 PM,5:38:45 AM,7:38:46 PM,6:36:59 AM,6:40:32 PM,12:38:45 PM,5:41:05 PM,11:12:48,America/Los_Angeles,-420.0
173,2018-10-21,7:03:12 AM,6:13:59 PM,5:39:31 AM,7:37:39 PM,6:37:47 AM,6:39:23 PM,12:38:35 PM,5:39:50 PM,11:10:47,America/Los_Angeles,-420.0
174,2018-10-22,7:04:02 AM,6:12:49 PM,5:40:18 AM,7:36:33 PM,6:38:36 AM,6:38:15 PM,12:38:26 PM,5:38:36 PM,11:08:46,America/Los_Angeles,-420.0
175,2018-10-23,7:04:53 AM,6:11:40 PM,5:41:04 AM,7:35:29 PM,6:39:25 AM,6:37:08 PM,12:38:17 PM,5:37:23 PM,11:06:46,America/Los_Angeles,-420.0
176,2018-10-24,7:05:45 AM,6:10:32 PM,5:41:51 AM,7:34:26 PM,6:40:14 AM,6:36:03 PM,12:38:09 PM,5:36:11 PM,11:04:47,America/Los_Angeles,-420.0
177,2018-10-25,7:06:37 AM,6:09:25 PM,5:42:38 AM,7:33:24 PM,6:41:04 AM,6:34:58 PM,12:38:01 PM,5:35:00 PM,11:02:48,America/Los_Angeles,-420.0
178,2018-10-26,7:07:29 AM,6:08:20 PM,5:43:25 AM,7:32:24 PM,6:41:54 AM,6:33:55 PM,12:37:54 PM,5:33:49 PM,11:00:50,America/Los_Angeles,-420.0
179,2018-10-27,7:08:22 AM,6:07:15 PM,5:44:12 AM,7:31:25 PM,6:42:44 AM,6:32:53 PM,12:37:49 PM,5:32:40 PM,10:58:52,America/Los_Angeles,-420.0
180,2018-10-28,7:09:15 AM,6:06:12 PM,5:45:00 AM,7:30:27 PM,6:43:35 AM,6:31:52 PM,12:37:44 PM,5:31:32 PM,10:56:56,America/Los_Angeles,-420.0
181,2018-10-29,7:10:09 AM,6:05:09 PM,5:45:47 AM,7:29:31 PM,6:44:26 AM,6:30:53 PM,12:37:39 PM,5:30:25 PM,10:55:00,America/Los_Angeles,-420.0
182,2018-10-30,7:11:03 AM,6:04:08 PM,5:46:35 AM,7:28:36 PM,6:45:17 AM,6:29:54 PM,12:37:36 PM,5:29:19 PM,10:53:05,America/Los_Angeles,-420.0
183,2018-10-31,7:11:57 AM,6:03:09 PM,5:47:23 AM,7:27:43 PM,6:46:09 AM,6:28:57 PM,12:37:33 PM,5:28:14 PM,10:51:11,America/Los_Angeles,-420.0
184,2018-11-01,7:12:52 AM,6:02:10 PM,5:48:11 AM,7:26:51 PM,6:47:01 AM,6:28:02 PM,12:37:31 PM,5:27:11 PM,10:49:17,America/Los_Angeles,-420.0
185,2018-11-02,7:13:47 AM,6:01:13 PM,5:48:59 AM,7:26:01 PM,6:47:53 AM,6:27:07 PM,12:37:30 PM,5:26:08 PM,10:47:25,America/Los_Angeles,-420.0
186,2018-11-03,7:14:43 AM,6:00:17 PM,5:49:48 AM,7:25:12 PM,6:48:46 AM,6:26:14 PM,12:37:30 PM,5:25:07 PM,10:45:34,America/Los_Angeles,-420.0
187,2018-11-04,7:15:39 AM,5:59:22 PM,5:50:36 AM,7:24:25 PM,6:49:38 AM,6:25:23 PM,12:37:30 PM,5:24:07 PM,10:43:43,America/Los_Angeles,-420.0
188,2018-11-05,6:16:35 AM,4:58:29 PM,4:51:25 AM,6:23:39 PM,5:50:31 AM,5:24:32 PM,11:37:32 AM,4:23:09 PM,10:41:54,America/Los_Angeles,-480.0
189,2018-11-06,6:17:31 AM,4:57:37 PM,4:52:14 AM,6:22:54 PM,5:51:25 AM,5:23:44 PM,11:37:34 AM,4:22:12 PM,10:40:06,America/Los_Angeles,-480.0
190,2018-11-07,6:18:28 AM,4:56:47 PM,4:53:03 AM,6:22:12 PM,5:52:18 AM,5:22:56 PM,11:37:37 AM,4:21:16 PM,10:38:19,America/Los_Angeles,-480.0
191,2018-11-08,6:19:24 AM,4:55:58 PM,4:53:52 AM,6:21:30 PM,5:53:12 AM,5:22:11 PM,11:37:41 AM,4:20:21 PM,10:36:33,America/Los_Angeles,-480.0
192,2018-11-09,6:20:22 AM,4:55:11 PM,4:54:42 AM,6:20:51 PM,5:54:06 AM,5:21:26 PM,11:37:46 AM,4:19:28 PM,10:34:49,America/Los_Angeles,-480.0
193,2018-11-10,6:21:19 AM,4:54:25 PM,4:55:31 AM,6:20:13 PM,5:55:00 AM,5:20:43 PM,11:37:52 AM,4:18:37 PM,10:33:06,America/Los_Angeles,-480.0
194,2018-11-11,6:22:16 AM,4:53:40 PM,4:56:20 AM,6:19:36 PM,5:55:54 AM,5:20:02 PM,11:37:58 AM,4:17:47 PM,10:31:24,America/Los_Angeles,-480.0
195,2018-11-12,6:23:14 AM,4:52:58 PM,4:57:10 AM,6:19:01 PM,5:56:49 AM,5:19:22 PM,11:38:06 AM,4:16:58 PM,10:29:43,America/Los_Angeles,-480.0
196,2018-11-13,6:24:11 AM,4:52:16 PM,4:58:00 AM,6:18:28 PM,5:57:43 AM,5:18:44 PM,11:38:14 AM,4:16:12 PM,10:28:04,America/Los_Angeles,-480.0
197,2018-11-14,6:25:09 AM,4:51:37 PM,4:58:49 AM,6:17:56 PM,5:58:38 AM,5:18:08 PM,11:38:23 AM,4:15:26 PM,10:26:27,America/Los_Angeles,-480.0
198,2018-11-15,6:26:07 AM,4:50:58 PM,4:59:39 AM,6:17:27 PM,5:59:33 AM,5:17:33 PM,11:38:33 AM,4:14:42 PM,10:24:51,America/Los_Angeles,-480.0
199,2018-11-16,6:27:05 AM,4:50:22 PM,5:00:28 AM,6:16:58 PM,6:00:27 AM,5:17:00 PM,11:38:43 AM,4:14:00 PM,10:23:17,America/Los_Angeles,-480.0
200,2018-11-17,6:28:03 AM,4:49:47 PM,5:01:18 AM,6:16:32 PM,6:01:22 AM,5:16:28 PM,11:38:55 AM,4:13:20 PM,10:21:44,America/Los_Angeles,-480.0
201,2018-11-18,6:29:00 AM,4:49:14 PM,5:02:08 AM,6:16:07 PM,6:02:16 AM,5:15:58 PM,11:39:07 AM,4:12:41 PM,10:20:13,America/Los_Angeles,-480.0
202,2018-11-19,6:29:58 AM,4:48:42 PM,5:02:57 AM,6:15:43 PM,6:03:11 AM,5:15:30 PM,11:39:20 AM,4:12:04 PM,10:18:44,America/Los_Angeles,-480.0
203,2018-11-20,6:30:55 AM,4:48:13 PM,5:03:47 AM,6:15:22 PM,6:04:05 AM,5:15:03 PM,11:39:34 AM,4:11:29 PM,10:17:17,America/Los_Angeles,-480.0
204,2018-11-21,6:31:53 AM,4:47:45 PM,5:04:36 AM,6:15:02 PM,6:04:59 AM,5:14:38 PM,11:39:49 AM,4:10:55 PM,10:15:51,America/Los_Angeles,-480.0
205,2018-11-22,6:32:50 AM,4:47:18 PM,5:05:25 AM,6:14:43 PM,6:05:53 AM,5:14:15 PM,11:40:04 AM,4:10:24 PM,10:14:28,America/Los_Angeles,-480.0
206,2018-11-23,6:33:47 AM,4:46:54 PM,5:06:14 AM,6:14:27 PM,6:06:47 AM,5:13:53 PM,11:40:20 AM,4:09:54 PM,10:13:07,America/Los_Angeles,-480.0
207,2018-11-24,6:34:43 AM,4:46:31 PM,5:07:03 AM,6:14:12 PM,6:07:41 AM,5:13:33 PM,11:40:37 AM,4:09:26 PM,10:11:47,America/Los_Angeles,-480.0
208,2018-11-25,6:35:39 AM,4:46:10 PM,5:07:51 AM,6:13:58 PM,6:08:34 AM,5:13:15 PM,11:40:55 AM,4:09:00 PM,10:10:30,America/Los_Angeles,-480.0
209,2018-11-26,6:36:35 AM,4:45:51 PM,5:08:39 AM,6:13:47 PM,6:09:27 AM,5:12:59 PM,11:41:13 AM,4:08:35 PM,10:09:15,America/Los_Angeles,-480.0
210,2018-11-27,6:37:31 AM,4:45:33 PM,5:09:27 AM,6:13:37 PM,6:10:19 AM,5:12:44 PM,11:41:32 AM,4:08:13 PM,10:08:02,America/Los_Angeles,-480.0
211,2018-11-28,6:38:26 AM,4:45:17 PM,5:10:15 AM,6:13:28 PM,6:11:12 AM,5:12:31 PM,11:41:52 AM,4:07:52 PM,10:06:51,America/Los_Angeles,-480.0
212,2018-11-29,6:39:20 AM,4:45:04 PM,5:11:02 AM,6:13:21 PM,6:12:03 AM,5:12:20 PM,11:42:12 AM,4:07:34 PM,10:05:43,America/Los_Angeles,-480.0
213,2018-11-30,6:40:14 AM,4:44:52 PM,5:11:49 AM,6:13:16 PM,6:12:54 AM,5:12:11 PM,11:42:33 AM,4:07:17 PM,10:04:37,America/Los_Angeles,-480.0
214,2018-12-01,6:41:07 AM,4:44:42 PM,5:12:36 AM,6:13:13 PM,6:13:45 AM,5:12:03 PM,11:42:54 AM,4:07:02 PM,10:03:34,America/Los_Angeles,-480.0
215,2018-12-02,6:42:00 AM,4:44:33 PM,5:13:22 AM,6:13:11 PM,6:14:35 AM,5:11:58 PM,11:43:16 AM,4:06:50 PM,10:02:33,America/Los_Angeles,-480.0
216,2018-12-03,6:42:52 AM,4:44:27 PM,5:14:07 AM,6:13:11 PM,6:15:25 AM,5:11:54 PM,11:43:39 AM,4:06:39 PM,10:01:35,America/Los_Angeles,-480.0
217,2018-12-04,6:43:43 AM,4:44:22 PM,5:14:52 AM,6:13:13 PM,6:16:14 AM,5:11:51 PM,11:44:02 AM,4:06:30 PM,10:00:39,America/Los_Angeles,-480.0
218,2018-12-05,6:44:33 AM,4:44:19 PM,5:15:37 AM,6:13:16 PM,6:17:02 AM,5:11:51 PM,11:44:26 AM,4:06:24 PM,9:59:46,America/Los_Angeles,-480.0
219,2018-12-06,6:45:23 AM,4:44:18 PM,5:16:21 AM,6:13:20 PM,6:17:49 AM,5:11:52 PM,11:44:51 AM,4:06:19 PM,9:58:55,America/Los_Angeles,-480.0
220,2018-12-07,6:46:11 AM,4:44:19 PM,5:17:04 AM,6:13:27 PM,6:18:36 AM,5:11:55 PM,11:45:15 AM,4:06:16 PM,9:58:08,America/Los_Angeles,-480.0
221,2018-12-08,6:46:59 AM,4:44:22 PM,5:17:47 AM,6:13:35 PM,6:19:22 AM,5:12:00 PM,11:45:41 AM,4:06:16 PM,9:57:23,America/Los_Angeles,-480.0
222,2018-12-09,6:47:46 AM,4:44:27 PM,5:18:29 AM,6:13:44 PM,6:20:06 AM,5:12:06 PM,11:46:06 AM,4:06:17 PM,9:56:40,America/Los_Angeles,-480.0
223,2018-12-10,6:48:31 AM,4:44:33 PM,5:19:10 AM,6:13:55 PM,6:20:50 AM,5:12:14 PM,11:46:32 AM,4:06:21 PM,9:56:01,America/Los_Angeles,-480.0
224,2018-12-11,6:49:16 AM,4:44:41 PM,5:19:50 AM,6:14:07 PM,6:21:34 AM,5:12:24 PM,11:46:59 AM,4:06:26 PM,9:55:25,America/Los_Angeles,-480.0
225,2018-12-12,6:50:00 AM,4:44:52 PM,5:20:30 AM,6:14:21 PM,6:22:16 AM,5:12:36 PM,11:47:26 AM,4:06:34 PM,9:54:51,America/Los_Angeles,-480.0
226,2018-12-13,6:50:42 AM,4:45:03 PM,5:21:09 AM,6:14:37 PM,6:22:57 AM,5:12:49 PM,11:47:53 AM,4:06:43 PM,9:54:21,America/Los_Angeles,-480.0
227,2018-12-14,6:51:23 AM,4:45:17 PM,5:21:47 AM,6:14:54 PM,6:23:37 AM,5:13:04 PM,11:48:20 AM,4:06:55 PM,9:53:53,America/Los_Angeles,-480.0
228,2018-12-15,6:52:03 AM,4:45:33 PM,5:22:24 AM,6:15:12 PM,6:24:16 AM,5:13:20 PM,11:48:48 AM,4:07:08 PM,9:53:29,America/Los_Angeles,-480.0
229,2018-12-16,6:52:42 AM,4:45:50 PM,5:23:00 AM,6:15:32 PM,6:24:53 AM,5:13:38 PM,11:49:16 AM,4:07:24 PM,9:53:07,America/Los_Angeles,-480.0
230,2018-12-17,6:53:19 AM,4:46:09 PM,5:23:35 AM,6:15:53 PM,6:25:30 AM,5:13:58 PM,11:49:44 AM,4:07:41 PM,9:52:49,America/Los_Angeles,-480.0
231,2018-12-18,6:53:55 AM,4:46:30 PM,5:24:10 AM,6:16:15 PM,6:26:05 AM,5:14:20 PM,11:50:12 AM,4:08:01 PM,9:52:34,America/Los_Angeles,-480.0
232,2018-12-19,6:54:30 AM,4:46:52 PM,5:24:43 AM,6:16:39 PM,6:26:39 AM,5:14:43 PM,11:50:41 AM,4:08:22 PM,9:52:21,America/Los_Angeles,-480.0
233,2018-12-20,6:55:03 AM,4:47:16 PM,5:25:15 AM,6:17:04 PM,6:27:12 AM,5:15:07 PM,11:51:10 AM,4:08:46 PM,9:52:12,America/Los_Angeles,-480.0
234,2018-12-21,6:55:35 AM,4:47:42 PM,5:25:46 AM,6:17:31 PM,6:27:44 AM,5:15:33 PM,11:51:38 AM,4:09:11 PM,9:52:06,America/Los_Angeles,-480.0
235,2018-12-22,6:56:05 AM,4:48:09 PM,5:26:16 AM,6:17:59 PM,6:28:14 AM,5:16:01 PM,11:52:07 AM,4:09:38 PM,9:52:04,America/Los_Angeles,-480.0
236,2018-12-23,6:56:34 AM,4:48:38 PM,5:26:45 AM,6:18:28 PM,6:28:43 AM,5:16:30 PM,11:52:36 AM,4:10:07 PM,9:52:04,America/Los_Angeles,-480.0
237,2018-12-24,6:57:01 AM,4:49:09 PM,5:27:12 AM,6:18:58 PM,6:29:10 AM,5:17:00 PM,11:53:05 AM,4:10:38 PM,9:52:07,America/Los_Angeles,-480.0
238,2018-12-25,6:57:27 AM,4:49:41 PM,5:27:39 AM,6:19:29 PM,6:29:36 AM,5:17:32 PM,11:53:34 AM,4:11:11 PM,9:52:14,America/Los_Angeles,-480.0
239,2018-12-26,6:57:51 AM,4:50:15 PM,5:28:04 AM,6:20:02 PM,6:30:00 AM,5:18:05 PM,11:54:03 AM,4:11:45 PM,9:52:23,America/Los_Angeles,-480.0
240,2018-12-27,6:58:13 AM,4:50:50 PM,5:28:28 AM,6:20:35 PM,6:30:23 AM,5:18:40 PM,11:54:31 AM,4:12:21 PM,9:52:36,America/Los_Angeles,-480.0
241,2018-12-28,6:58:34 AM,4:51:26 PM,5:28:50 AM,6:21:10 PM,6:30:45 AM,5:19:16 PM,11:55:00 AM,4:12:59 PM,9:52:52,America/Los_Angeles,-480.0
242,2018-12-29,6:58:53 AM,4:52:04 PM,5:29:12 AM,6:21:46 PM,6:31:05 AM,5:19:53 PM,11:55:29 AM,4:13:39 PM,9:53:11,America/Los_Angeles,-480.0
243,2018-12-30,6:59:10 AM,4:52:44 PM,5:29:31 AM,6:22:23 PM,6:31:23 AM,5:20:31 PM,11:55:57 AM,4:14:20 PM,9:53:33,America/Los_Angeles,-480.0
244,2018-12-31,6:59:26 AM,4:53:25 PM,5:29:50 AM,6:23:00 PM,6:31:40 AM,5:21:11 PM,11:56:25 AM,4:15:03 PM,9:53:58,America/Los_Angeles,-480.0
245,2019-01-01,6:59:40 AM,4:54:07 PM,5:30:07 AM,6:23:39 PM,6:31:55 AM,5:21:52 PM,11:56:53 AM,4:15:47 PM,9:54:26,America/Los_Angeles,-480.0
246,2019-01-02,6:59:52 AM,4:54:50 PM,5:30:23 AM,6:24:19 PM,6:32:08 AM,5:22:34 PM,11:57:21 AM,4:16:32 PM,9:54:57,America/Los_Angeles,-480.0
247,2019-01-03,7:00:02 AM,4:55:34 PM,5:30:37 AM,6:25:00 PM,6:32:20 AM,5:23:17 PM,11:57:48 AM,4:17:20 PM,9:55:31,America/Los_Angeles,-480.0
248,2019-01-04,7:00:11 AM,4:56:20 PM,5:30:50 AM,6:25:41 PM,6:32:30 AM,5:24:01 PM,11:58:16 AM,4:18:08 PM,9:56:09,America/Los_Angeles,-480.0
249,2019-01-05,7:00:18 AM,4:57:07 PM,5:31:02 AM,6:26:23 PM,6:32:39 AM,5:24:46 PM,11:58:42 AM,4:18:58 PM,9:56:48,America/Los_Angeles,-480.0
250,2019-01-06,7:00:23 AM,4:57:55 PM,5:31:12 AM,6:27:06 PM,6:32:46 AM,5:25:32 PM,11:59:09 AM,4:19:49 PM,9:57:31,America/Los_Angeles,-480.0
251,2019-01-07,7:00:26 AM,4:58:44 PM,5:31:20 AM,6:27:50 PM,6:32:51 AM,5:26:19 PM,11:59:35 AM,4:20:41 PM,9:58:17,America/Los_Angeles,-480.0
252,2019-01-08,7:00:28 AM,4:59:34 PM,5:31:27 AM,6:28:35 PM,6:32:55 AM,5:27:07 PM,12:00:01 PM,4:21:35 PM,9:59:05,America/Los_Angeles,-480.0
253,2019-01-09,7:00:27 AM,5:00:25 PM,5:31:32 AM,6:29:20 PM,6:32:56 AM,5:27:55 PM,12:00:26 PM,4:22:30 PM,9:59:57,America/Los_Angeles,-480.0
254,2019-01-10,7:00:25 AM,5:01:16 PM,5:31:36 AM,6:30:06 PM,6:32:56 AM,5:28:45 PM,12:00:51 PM,4:23:25 PM,10:00:51,America/Los_Angeles,-480.0
255,2019-01-11,7:00:21 AM,5:02:09 PM,5:31:38 AM,6:30:52 PM,6:32:55 AM,5:29:35 PM,12:01:15 PM,4:24:22 PM,10:01:47,America/Los_Angeles,-480.0
256,2019-01-12,7:00:15 AM,5:03:02 PM,5:31:39 AM,6:31:39 PM,6:32:51 AM,5:30:26 PM,12:01:39 PM,4:25:20 PM,10:02:47,America/Los_Angeles,-480.0
257,2019-01-13,7:00:08 AM,5:03:57 PM,5:31:38 AM,6:32:27 PM,6:32:46 AM,5:31:18 PM,12:02:02 PM,4:26:19 PM,10:03:48,America/Los_Angeles,-480.0
258,2019-01-14,6:59:58 AM,5:04:52 PM,5:31:35 AM,6:33:15 PM,6:32:40 AM,5:32:10 PM,12:02:25 PM,4:27:18 PM,10:04:53,America/Los_Angeles,-480.0
259,2019-01-15,6:59:47 AM,5:05:47 PM,5:31:31 AM,6:34:03 PM,6:32:31 AM,5:33:03 PM,12:02:47 PM,4:28:18 PM,10:06:00,America/Los_Angeles,-480.0
260,2019-01-16,6:59:34 AM,5:06:43 PM,5:31:25 AM,6:34:52 PM,6:32:21 AM,5:33:57 PM,12:03:09 PM,4:29:19 PM,10:07:09,America/Los_Angeles,-480.0
261,2019-01-17,6:59:19 AM,5:07:40 PM,5:31:18 AM,6:35:42 PM,6:32:09 AM,5:34:51 PM,12:03:30 PM,4:30:21 PM,10:08:20,America/Los_Angeles,-480.0
262,2019-01-18,6:59:03 AM,5:08:38 PM,5:31:09 AM,6:36:32 PM,6:31:55 AM,5:35:45 PM,12:03:50 PM,4:31:23 PM,10:09:34,America/Los_Angeles,-480.0
263,2019-01-19,6:58:44 AM,5:09:35 PM,5:30:58 AM,6:37:22 PM,6:31:40 AM,5:36:40 PM,12:04:10 PM,4:32:26 PM,10:10:50,America/Los_Angeles,-480.0
264,2019-01-20,6:58:24 AM,5:10:34 PM,5:30:46 AM,6:38:12 PM,6:31:23 AM,5:37:35 PM,12:04:29 PM,4:33:30 PM,10:12:09,America/Los_Angeles,-480.0
265,2019-01-21,6:58:02 AM,5:11:32 PM,5:30:32 AM,6:39:03 PM,6:31:04 AM,5:38:31 PM,12:04:47 PM,4:34:34 PM,10:13:29,America/Los_Angeles,-480.0
266,2019-01-22,6:57:39 AM,5:12:31 PM,5:30:16 AM,6:39:54 PM,6:30:43 AM,5:39:27 PM,12:05:05 PM,4:35:38 PM,10:14:52,America/Los_Angeles,-480.0
267,2019-01-23,6:57:13 AM,5:13:31 PM,5:29:59 AM,6:40:45 PM,6:30:21 AM,5:40:23 PM,12:05:22 PM,4:36:43 PM,10:16:17,America/Los_Angeles,-480.0
268,2019-01-24,6:56:46 AM,5:14:30 PM,5:29:40 AM,6:41:37 PM,6:29:57 AM,5:41:20 PM,12:05:38 PM,4:37:48 PM,10:17:43,America/Los_Angeles,-480.0
269,2019-01-25,6:56:18 AM,5:15:30 PM,5:29:19 AM,6:42:28 PM,6:29:31 AM,5:42:16 PM,12:05:54 PM,4:38:54 PM,10:19:12,America/Los_Angeles,-480.0
270,2019-01-26,6:55:47 AM,5:16:30 PM,5:28:57 AM,6:43:20 PM,6:29:04 AM,5:43:13 PM,12:06:09 PM,4:39:59 PM,10:20:42,America/Los_Angeles,-480.0
271,2019-01-27,6:55:15 AM,5:17:30 PM,5:28:33 AM,6:44:12 PM,6:28:35 AM,5:44:10 PM,12:06:23 PM,4:41:05 PM,10:22:15,America/Los_Angeles,-480.0
